numero_processo,taxa_vitoria,incerteza,valor_da_causa
7254509-93.2025.8.13.6622,0.5381801956697512,0.4780251459269546,21362.89
4111030-08.2025.8.19.2954,0.5392415318129704,0.4780251459269546,12681.5
9474303-36.2025.8.11.5936,0.7645950549393556,0.4780251459269546,19690.8
8265089-30.2025.8.05.0968,0.5400151085320436,0.4780251459269546,6353.89
7482626-28.2025.8.21.5864,0.5391751074538879,0.4780251459269546,13224.83
5722231-63.2025.8.12.6403,0.5380683196547327,0.4780251459269546,22278.0
4375572-31.2025.8.03.7754,0.7650416628763514,0.4780251459269546,16037.69
1126172-80.2025.8.25.1383,0.5397162019725267,0.4780251459269546,8798.85
4379428-87.2025.8.27.6305,0.5393813856951709,0.4780251459269546,11537.54
9052544-12.2025.8.18.3595,0.539293729454098,0.4780251459269546,12254.54
1160202-57.2025.8.07.2189,0.7654196532144253,0.4780251459269546,12945.85
5377838-64.2025.8.22.1960,0.5393926832031731,0.4780251459269546,11445.13
4664636-83.2025.8.24.3322,0.5378833576508185,0.4780251459269546,23790.93
1036167-99.2025.8.18.7221,0.7650452363657887,0.4780251459269546,16008.46
4713499-59.2025.8.01.9891,0.5392698336537073,0.4780251459269546,12450.0
7409545-64.2025.8.09.7451,0.5386508204387676,0.4780251459269546,17513.33
5190784-97.2025.8.05.0017,0.7651210608481294,0.4780251459269546,15388.24
9008957-49.2025.8.10.2303,0.7655466716311443,0.4780251459269546,11906.88
1164748-57.2025.8.09.6973,0.5385739714664685,0.4780251459269546,18141.93
6433720-08.2025.8.13.0468,0.7655175311267899,0.4780251459269546,12145.24
1004618-46.2025.8.24.2609,0.5386928037438539,0.4780251459269546,17169.92
5765658-76.2025.8.02.4628,0.7667700715719277,0.4780251459269546,1899.86
4242943-08.2025.8.02.6315,0.5386044249806264,0.4780251459269546,17892.83
8575019-24.2025.8.10.3536,0.5395117612114435,0.4780251459269546,10471.11
8640762-07.2025.8.10.7001,0.53758138740176,0.4780251459269546,26260.95
6350914-29.2025.8.18.1243,0.765069569836114,0.4780251459269546,15809.42
4337481-67.2025.8.04.1028,0.5385532506069155,0.4780251459269546,18311.42
9628720-57.2025.8.05.4407,0.5388113976256045,0.4780251459269546,16199.86
7290593-91.2025.8.15.4383,0.7653900395864265,0.4780251459269546,13188.08
2916706-84.2025.8.13.4536,0.5395358599537591,0.4780251459269546,10273.99
4378932-14.2025.8.21.6312,0.7656760471082927,0.4780251459269546,10848.63
3116427-41.2025.8.15.6493,0.539669399407994,0.4780251459269546,9181.68
2514951-11.2025.8.16.4194,0.539670317536823,0.4780251459269546,9174.17
9221747-80.2025.8.05.4800,0.539136895689997,0.4780251459269546,13537.39
8738419-10.2025.8.11.0050,0.5387694913406463,0.4780251459269546,16542.64
5467001-97.2025.8.05.4535,0.7651803834623807,0.4780251459269546,14903.0
6600400-15.2025.8.24.1673,0.5388706493324362,0.4780251459269546,15715.2
6957934-24.2025.8.04.1883,0.5386146539871683,0.4780251459269546,17809.16
1658392-73.2025.8.06.4400,0.5380032682099979,0.4780251459269546,22810.1
1830158-63.2025.8.06.7436,0.5391316974426185,0.4780251459269546,13579.91
4888805-39.2025.8.06.6078,0.5395467503553697,0.4780251459269546,10184.91
3617208-89.2025.8.24.5615,0.7646591638044271,0.4780251459269546,19166.41
5465173-62.2025.8.04.1962,0.5387174489623168,0.4780251459269546,16968.33
2195334-12.2025.8.19.3849,0.7659669570224421,0.4780251459269546,8469.08
2491617-60.2025.8.04.4954,0.5385347584409118,0.4780251459269546,18462.68
3034155-80.2025.8.17.9947,0.5377012612846879,0.4780251459269546,25280.42
9541320-08.2025.8.25.0772,0.7650924228084204,0.4780251459269546,15622.49
3756959-00.2025.8.22.8800,0.765650473980667,0.4780251459269546,11057.81
3407007-73.2025.8.27.4003,0.5384989025149086,0.4780251459269546,18755.97
5125388-30.2025.8.04.4802,0.5383986479814471,0.4780251459269546,19576.02
1071988-28.2025.8.10.4869,0.5395717244375543,0.4780251459269546,9980.63
3943642-26.2025.8.14.7097,0.5384601882863722,0.4780251459269546,19072.64
3316828-87.2025.8.04.5252,0.5395960713558383,0.4780251459269546,9781.48
5001851-77.2025.8.05.0092,0.7652487369922919,0.4780251459269546,14343.89
3066971-59.2025.8.14.6843,0.5393653129392242,0.4780251459269546,11669.01
2725863-21.2025.8.21.8039,0.539672279716278,0.4780251459269546,9158.12
7855743-79.2025.8.22.0178,0.5400813213914092,0.4780251459269546,5812.29
6207314-44.2025.8.15.8205,0.5380591542594841,0.4780251459269546,22352.97
9695003-30.2025.8.17.4000,0.7656036714161343,0.4780251459269546,11440.64
7709072-23.2025.8.21.1626,0.5387164941572361,0.4780251459269546,16976.14
1132224-24.2025.8.04.8647,0.5390017082495283,0.4780251459269546,14643.18
4126847-18.2025.8.11.9758,0.5396783936474022,0.4780251459269546,9108.11
2945066-43.2025.8.01.2052,0.539359315149563,0.4780251459269546,11718.07
2260050-77.2025.8.08.6911,0.7647779447350604,0.4780251459269546,18194.82
9692800-68.2025.8.11.8981,0.5394955698689502,0.4780251459269546,10603.55
5694415-80.2025.8.11.5254,0.7650459613330266,0.4780251459269546,16002.53
1953090-35.2025.8.07.9022,0.7652897789402565,0.4780251459269546,14008.18
9678122-24.2025.8.08.7373,0.5389795288977076,0.4780251459269546,14824.6
6107837-76.2025.8.15.8712,0.5395661594276608,0.4780251459269546,10026.15
7103613-72.2025.8.14.7270,0.5394362020206553,0.4780251459269546,11089.16
6810366-72.2025.8.21.6022,0.5387513732724079,0.4780251459269546,16690.84
8551553-69.2025.8.11.2880,0.7652136011433598,0.4780251459269546,14631.29
2154527-14.2025.8.24.6581,0.7653535137075627,0.4780251459269546,13486.85
6832328-93.2025.8.12.2275,0.7652139544579158,0.4780251459269546,14628.4
4682646-67.2025.8.16.1196,0.5384903447228931,0.4780251459269546,18825.97
9878548-45.2025.8.15.2286,0.5388315059917574,0.4780251459269546,16035.38
4404420-82.2025.8.18.4981,0.5385150217274406,0.4780251459269546,18624.12
6028943-75.2025.8.14.1091,0.5400026410516188,0.4780251459269546,6455.87
8559222-65.2025.8.14.9635,0.5394754028207949,0.4780251459269546,10768.51
1188768-00.2025.8.26.7298,0.538764274755142,0.4780251459269546,16585.31
2113440-47.2025.8.20.0133,0.5394953999356515,0.4780251459269546,10604.94
6993647-65.2025.8.03.0482,0.7665426531392829,0.4780251459269546,3760.07
4310482-44.2025.8.14.8080,0.5387913112652024,0.4780251459269546,16364.16
9479205-69.2025.8.08.3845,0.5392827339138998,0.4780251459269546,12344.48
3000656-86.2025.8.20.6265,0.538425867872765,0.4780251459269546,19353.37
6542450-85.2025.8.18.3638,0.7650182866561903,0.4780251459269546,16228.9
9149773-83.2025.8.04.9862,0.5388511241186821,0.4780251459269546,15874.91
7577959-91.2025.8.16.6387,0.5403853785191778,0.4780251459269546,3325.2
3988343-82.2025.8.22.6232,0.5386080803803588,0.4780251459269546,17862.93
2236097-32.2025.8.24.2768,0.7645151202717642,0.4780251459269546,20344.64
1414512-68.2025.8.17.7385,0.7656938766566861,0.4780251459269546,10702.79
4395451-63.2025.8.01.7486,0.7644728007677059,0.4780251459269546,20690.8
2483936-55.2025.8.02.2108,0.5379254143084078,0.4780251459269546,23446.92
2124970-23.2025.8.12.3756,0.7654908185902843,0.4780251459269546,12363.74
7220045-22.2025.8.21.2131,0.5400028268779596,0.4780251459269546,6454.35
4447431-88.2025.8.17.0827,0.7651339488829048,0.4780251459269546,15282.82
6669881-35.2025.8.22.7063,0.5378990159651235,0.4780251459269546,23662.85
2482176-17.2025.8.08.2021,0.5389397926242963,0.4780251459269546,15149.63
6671803-68.2025.8.25.3190,0.7646309108653588,0.4780251459269546,19397.51
5506424-76.2025.8.27.8880,0.5381240039848358,0.4780251459269546,21822.52
5644091-07.2025.8.10.1211,0.5397881693357518,0.4780251459269546,8210.18
9551756-73.2025.8.03.8934,0.7654629617547322,0.4780251459269546,12591.6
3672620-85.2025.8.18.8833,0.5383154894713492,0.4780251459269546,20256.23
6501074-82.2025.8.01.4124,0.5379287591825441,0.4780251459269546,23419.56
4979196-66.2025.8.24.1263,0.5384498174649912,0.4780251459269546,19157.47
1818653-62.2025.8.17.8561,0.5388284973165931,0.4780251459269546,16059.99
1654013-97.2025.8.04.8668,0.7645950781676483,0.4780251459269546,19690.61
3176669-16.2025.8.19.9291,0.5390884133531458,0.4780251459269546,13933.96
2106146-80.2025.8.05.3987,0.7656515864936291,0.4780251459269546,11048.71
6505734-04.2025.8.22.0898,0.5385197089523817,0.4780251459269546,18585.78
1337700-64.2025.8.26.1050,0.5385879854621647,0.4780251459269546,18027.3
7020212-34.2025.8.10.1872,0.7648263549419503,0.4780251459269546,17798.84
1325764-41.2025.8.01.1867,0.539009747683856,0.4780251459269546,14577.42
2471966-47.2025.8.05.2271,0.5401534513526826,0.4780251459269546,5222.29
4358879-64.2025.8.08.7826,0.5381313991396789,0.4780251459269546,21762.03
5045808-82.2025.8.12.9737,0.7661961016839905,0.4780251459269546,6594.75
3789694-13.2025.8.15.6729,0.5391277082889976,0.4780251459269546,13612.54
9084560-55.2025.8.13.1494,0.765373745550429,0.4780251459269546,13321.36
8724384-71.2025.8.18.1080,0.5395323842676591,0.4780251459269546,10302.42
9307816-75.2025.8.11.0001,0.539356167104643,0.4780251459269546,11743.82
4649567-22.2025.8.02.4286,0.5391672171696495,0.4780251459269546,13289.37
9409785-10.2025.8.02.0079,0.7648239049683505,0.4780251459269546,17818.88
9562200-53.2025.8.24.8675,0.5392215041345707,0.4780251459269546,12845.32
8278638-67.2025.8.14.6832,0.7650244030323978,0.4780251459269546,16178.87
9147721-75.2025.8.12.3110,0.5386922963890415,0.4780251459269546,17174.07
4294836-48.2025.8.19.6717,0.764765392899257,0.4780251459269546,18297.49
1492912-22.2025.8.20.2314,0.7650100503926462,0.4780251459269546,16296.27
9188686-73.2025.8.19.4684,0.5383509994180466,0.4780251459269546,19965.77
3838629-43.2025.8.14.2127,0.5389553409098466,0.4780251459269546,15022.45
8120310-52.2025.8.16.7279,0.5389548103267418,0.4780251459269546,15026.79
1707543-15.2025.8.01.0476,0.5389032092859718,0.4780251459269546,15448.87
4522050-31.2025.8.09.7249,0.5396512299930033,0.4780251459269546,9330.3
4657045-66.2025.8.27.1614,0.5391908452334043,0.4780251459269546,13096.1
8697387-71.2025.8.19.9105,0.5387806898227695,0.4780251459269546,16451.04
4697385-14.2025.8.14.8471,0.5383414758180751,0.4780251459269546,20043.67
7445676-83.2025.8.13.5734,0.764906905770567,0.4780251459269546,17139.96
3319519-69.2025.8.24.9245,0.5400576187526097,0.4780251459269546,6006.17
3811520-11.2025.8.27.3921,0.5379868873735385,0.4780251459269546,22944.09
3607840-02.2025.8.25.7125,0.5395651630561619,0.4780251459269546,10034.3
9384984-01.2025.8.10.9298,0.5397331586261345,0.4780251459269546,8660.15
1984531-42.2025.8.13.3366,0.7650523955700805,0.4780251459269546,15949.9
8113638-36.2025.8.08.5428,0.5387534039141989,0.4780251459269546,16674.23
3188599-51.2025.8.26.2727,0.5394415102967883,0.4780251459269546,11045.74
6826454-79.2025.8.11.2037,0.5380116964125914,0.4780251459269546,22741.16
2264907-76.2025.8.03.1677,0.5394143405296808,0.4780251459269546,11267.98
5995372-16.2025.8.12.9495,0.5388502634493136,0.4780251459269546,15881.95
7856489-58.2025.8.10.5043,0.7654882206891368,0.4780251459269546,12384.99
4418311-20.2025.8.18.5533,0.7660536107793074,0.4780251459269546,7760.28
9650295-78.2025.8.24.4301,0.5393440260428565,0.4780251459269546,11843.13
8793376-03.2025.8.02.4265,0.5385388074990768,0.4780251459269546,18429.56
4133155-21.2025.8.13.9869,0.5392920509043213,0.4780251459269546,12268.27
3605350-05.2025.8.14.4896,0.5396586838298488,0.4780251459269546,9269.33
3913330-25.2025.8.02.3394,0.538922277269124,0.4780251459269546,15292.9
4363333-46.2025.8.18.6471,0.5394377754318445,0.4780251459269546,11076.29
8567617-32.2025.8.03.2392,0.5391226811974593,0.4780251459269546,13653.66
4333785-52.2025.8.15.9738,0.7651766485974368,0.4780251459269546,14933.55
3367926-07.2025.8.11.7775,0.538590463554224,0.4780251459269546,18007.03
8118111-25.2025.8.21.4100,0.5384937592819072,0.4780251459269546,18798.04
3834494-54.2025.8.14.5884,0.7661272640275597,0.4780251459269546,7157.82
2683862-38.2025.8.10.6374,0.539441869724053,0.4780251459269546,11042.8
1239724-36.2025.8.08.8933,0.5391882338842979,0.4780251459269546,13117.46
4120213-12.2025.8.24.1138,0.5397957894382707,0.4780251459269546,8147.85
2679129-37.2025.8.24.6626,0.765067305688855,0.4780251459269546,15827.94
9064618-61.2025.8.22.6208,0.7656665039476538,0.4780251459269546,10926.69
9429013-31.2025.8.08.8737,0.5391439583134933,0.4780251459269546,13479.62
8642955-59.2025.8.18.2775,0.7660498319028618,0.4780251459269546,7791.19
3169077-85.2025.8.07.5123,0.5389065871687344,0.4780251459269546,15421.24
4396761-84.2025.8.20.3161,0.7644279628277115,0.4780251459269546,21057.56
5656989-03.2025.8.20.9803,0.5394516476127016,0.4780251459269546,10962.82
7834054-97.2025.8.08.9760,0.765275153673702,0.4780251459269546,14127.81
2850297-85.2025.8.10.5188,0.5395535855861067,0.4780251459269546,10129.0
8983927-28.2025.8.22.7891,0.5391644236618274,0.4780251459269546,13312.22
3239459-77.2025.8.09.5383,0.7646107707131212,0.4780251459269546,19562.25
5986545-80.2025.8.06.7462,0.5386002328850805,0.4780251459269546,17927.12
1354099-87.2025.8.04.1036,0.7642217787221406,0.4780251459269546,22744.08
2545536-85.2025.8.09.4077,0.5390909660202499,0.4780251459269546,13913.08
3308467-41.2025.8.17.5945,0.5395635382982207,0.4780251459269546,10047.59
8249061-13.2025.8.22.9384,0.5397927514221051,0.4780251459269546,8172.7
1517558-64.2025.8.07.8311,0.5383804443352885,0.4780251459269546,19724.92
6593502-12.2025.8.20.4510,0.5395031642980931,0.4780251459269546,10541.43
3788838-96.2025.8.05.8217,0.5390041985670049,0.4780251459269546,14622.81
8294025-18.2025.8.03.4132,0.5388832219514488,0.4780251459269546,15612.36
5692657-33.2025.8.10.8260,0.7657015517735823,0.4780251459269546,10640.01
9733358-18.2025.8.01.1430,0.7654431431309661,0.4780251459269546,12753.71
7013914-65.2025.8.21.4289,0.5386597902273416,0.4780251459269546,17439.96
8881225-25.2025.8.04.9702,0.5392059424010615,0.4780251459269546,12972.61
5787439-00.2025.8.27.5036,0.5393532684582332,0.4780251459269546,11767.53
1414137-22.2025.8.19.6524,0.5395862164470617,0.4780251459269546,9862.09
2080586-05.2025.8.24.0047,0.7651032117390686,0.4780251459269546,15534.24
5712171-52.2025.8.02.2068,0.7661433025523384,0.4780251459269546,7026.63
5477485-77.2025.8.25.9062,0.7662945908672134,0.4780251459269546,5789.14
6554938-46.2025.8.22.6815,0.5393282625899639,0.4780251459269546,11972.07
1229865-86.2025.8.14.8301,0.5402589664831501,0.4780251459269546,4359.21
3697823-38.2025.8.24.9274,0.5397655131926616,0.4780251459269546,8395.5
1764747-14.2025.8.14.2066,0.5393207916375344,0.4780251459269546,12033.18
9745014-49.2025.8.18.8768,0.5394732291416229,0.4780251459269546,10786.29
7727141-69.2025.8.12.1603,0.5380011226492853,0.4780251459269546,22827.65
5579215-47.2025.8.10.1258,0.5394421900299827,0.4780251459269546,11040.18
4713203-44.2025.8.07.4181,0.5384786939003349,0.4780251459269546,18921.27
9100125-37.2025.8.02.7809,0.76509674571593,0.4780251459269546,15587.13
9350055-50.2025.8.03.3215,0.5390899537557087,0.4780251459269546,13921.36
7702486-98.2025.8.06.4413,0.7653109827037874,0.4780251459269546,13834.74
8072532-55.2025.8.11.4029,0.5387593540247332,0.4780251459269546,16625.56
4980320-13.2025.8.18.4732,0.5394362228038645,0.4780251459269546,11088.99
1285710-86.2025.8.16.1973,0.7643070167756983,0.4780251459269546,22046.86
5395176-37.2025.8.05.1726,0.5385072439170403,0.4780251459269546,18687.74
5391521-03.2025.8.17.1039,0.5389296883170094,0.4780251459269546,15232.28
5592650-63.2025.8.18.1165,0.765552455476005,0.4780251459269546,11859.57
5964480-98.2025.8.13.3677,0.7654852144590559,0.4780251459269546,12409.58
8346913-21.2025.8.03.6369,0.7662782002504203,0.4780251459269546,5923.21
8849192-69.2025.8.06.7567,0.7658953295258142,0.4780251459269546,9054.97
9437654-82.2025.8.14.6795,0.5385936641684378,0.4780251459269546,17980.85
7104537-20.2025.8.27.4190,0.5392380585719538,0.4780251459269546,12709.91
4465812-12.2025.8.26.2506,0.5387485235276667,0.4780251459269546,16714.15
7422525-21.2025.8.18.9312,0.7648436820256983,0.4780251459269546,17657.11
3094893-94.2025.8.12.5513,0.5386702185081832,0.4780251459269546,17354.66
7479746-65.2025.8.10.8316,0.5404251600266327,0.4780251459269546,2999.8
3351310-28.2025.8.21.0629,0.5388029853160532,0.4780251459269546,16268.67
8871532-65.2025.8.09.5766,0.5384747316426317,0.4780251459269546,18953.68
8135776-24.2025.8.16.1325,0.5393438096529727,0.4780251459269546,11844.9
4536245-57.2025.8.03.9997,0.5383837403077562,0.4780251459269546,19697.96
8811997-92.2025.8.13.3817,0.5385832309974292,0.4780251459269546,18066.19
1981556-54.2025.8.24.6227,0.7645115565626606,0.4780251459269546,20373.79
3184974-18.2025.8.10.5989,0.5386029493727746,0.4780251459269546,17904.9
4030360-40.2025.8.13.3292,0.5384444896281907,0.4780251459269546,19201.05
5055947-21.2025.8.17.7496,0.5396452615443434,0.4780251459269546,9379.12
7920729-74.2025.8.13.2772,0.7658244526698001,0.4780251459269546,9634.72
7837060-38.2025.8.24.9359,0.5382668763225343,0.4780251459269546,20653.87
4781837-93.2025.8.18.1902,0.5390166917208057,0.4780251459269546,14520.62
7874225-49.2025.8.09.8903,0.7659673604612085,0.4780251459269546,8465.78
8789119-87.2025.8.18.8711,0.5389912579629357,0.4780251459269546,14728.66
2183028-16.2025.8.06.2704,0.5386147786864235,0.4780251459269546,17808.14
1631114-63.2025.8.14.4485,0.539852468917331,0.4780251459269546,7684.23
4614500-63.2025.8.17.0332,0.5385970933979526,0.4780251459269546,17952.8
6265460-69.2025.8.13.4331,0.5388487206016674,0.4780251459269546,15894.57
8198280-86.2025.8.18.5559,0.5386066500065505,0.4780251459269546,17874.63
7258703-00.2025.8.24.1639,0.5387408667488962,0.4780251459269546,16776.78
1828719-02.2025.8.15.1097,0.7663466515836688,0.4780251459269546,5363.3
2627869-67.2025.8.14.9125,0.5393908787315995,0.4780251459269546,11459.89
9592534-03.2025.8.16.3514,0.5382644899211038,0.4780251459269546,20673.39
8917781-59.2025.8.07.5372,0.7651050321036844,0.4780251459269546,15519.35
5386325-16.2025.8.07.7563,0.5384525278399767,0.4780251459269546,19135.3
5779188-81.2025.8.18.2299,0.5379250622163935,0.4780251459269546,23449.8
3964159-00.2025.8.06.9900,0.5397052981229572,0.4780251459269546,8888.04
8141110-02.2025.8.10.5844,0.5382743069310872,0.4780251459269546,20593.09
8867325-74.2025.8.05.0199,0.7636824507762823,0.4780251459269546,27155.61
5601764-03.2025.8.22.1702,0.7657495781023732,0.4780251459269546,10247.17
5271076-23.2025.8.08.6864,0.5387883734974577,0.4780251459269546,16388.19
9590658-90.2025.8.12.4904,0.5383929497145066,0.4780251459269546,19622.63
5665174-01.2025.8.20.9083,0.7657628341222052,0.4780251459269546,10138.74
4559209-55.2025.8.13.7879,0.5381249453419575,0.4780251459269546,21814.82
4862592-74.2025.8.18.6731,0.5390549927302419,0.4780251459269546,14207.33
4277346-80.2025.8.21.0810,0.5384076850098155,0.4780251459269546,19502.1
8575322-08.2025.8.04.9242,0.5382423655836603,0.4780251459269546,20854.36
3501633-25.2025.8.06.3590,0.5389834581467845,0.4780251459269546,14792.46
5105359-95.2025.8.12.2394,0.537637856603645,0.4780251459269546,25799.05
7124904-73.2025.8.16.6669,0.7662292166714654,0.4780251459269546,6323.88
6298448-63.2025.8.17.3346,0.7650664022305265,0.4780251459269546,15835.33
2171566-25.2025.8.01.2706,0.5397406992634418,0.4780251459269546,8598.47
4885272-12.2025.8.27.9251,0.5390617631662679,0.4780251459269546,14151.95
3457882-37.2025.8.14.2153,0.5386548426010148,0.4780251459269546,17480.43
3122903-81.2025.8.18.2706,0.7643276813983323,0.4780251459269546,21877.83
1778902-59.2025.8.10.3909,0.5386170856226425,0.4780251459269546,17789.27
1734141-46.2025.8.24.7573,0.5390090434998274,0.4780251459269546,14583.18
7193855-93.2025.8.02.3453,0.7659977675187812,0.4780251459269546,8217.06
2283888-11.2025.8.09.3218,0.5392393874747996,0.4780251459269546,12699.04
5338187-14.2025.8.07.5701,0.5385484814716794,0.4780251459269546,18350.43
6926127-35.2025.8.05.2214,0.5394216770025215,0.4780251459269546,11207.97
2198416-22.2025.8.09.8933,0.5398844114872996,0.4780251459269546,7422.95
4302985-36.2025.8.24.4713,0.7650565974459602,0.4780251459269546,15915.53
4027328-98.2025.8.10.4606,0.7660689218917649,0.4780251459269546,7635.04
2674488-38.2025.8.04.2677,0.5394277395868937,0.4780251459269546,11158.38
3359607-67.2025.8.21.8235,0.5385516784182681,0.4780251459269546,18324.28
9422475-35.2025.8.20.8151,0.5388558956990016,0.4780251459269546,15835.88
7754045-23.2025.8.17.9069,0.538293566853289,0.4780251459269546,20435.55
1444645-68.2025.8.08.3070,0.5386909063591099,0.4780251459269546,17185.44
1741077-16.2025.8.17.6138,0.7656603631206118,0.4780251459269546,10976.92
6089598-96.2025.8.04.8899,0.5383674780578434,0.4780251459269546,19830.98
1739707-66.2025.8.08.9011,0.539644056118211,0.4780251459269546,9388.98
2829768-01.2025.8.19.5390,0.7642070189759974,0.4780251459269546,22864.81
7653954-79.2025.8.17.2803,0.5391290555299691,0.4780251459269546,13601.52
3834420-35.2025.8.19.2494,0.5393296966313974,0.4780251459269546,11960.34
5120262-22.2025.8.20.4697,0.7652982511543518,0.4780251459269546,13938.88
3175927-59.2025.8.25.1769,0.7659272696506993,0.4780251459269546,8793.71
7959310-71.2025.8.14.4036,0.7652542359849327,0.4780251459269546,14298.91
2928828-25.2025.8.24.1374,0.5376305702550147,0.4780251459269546,25858.65
6978864-33.2025.8.13.1041,0.7652901848241064,0.4780251459269546,14004.86
3561972-60.2025.8.20.5539,0.5384517026243181,0.4780251459269546,19142.05
5737300-01.2025.8.07.9925,0.5378690184590257,0.4780251459269546,23908.22
1231769-81.2025.8.22.5946,0.7648225638400874,0.4780251459269546,17829.85
5248815-50.2025.8.26.0489,0.7642280955951898,0.4780251459269546,22692.41
2576471-58.2025.8.05.6900,0.5387726870646933,0.4780251459269546,16516.5
3968762-29.2025.8.11.0765,0.7654446126261093,0.4780251459269546,12741.69
7233052-52.2025.8.20.3683,0.5384156902129751,0.4780251459269546,19436.62
2693290-60.2025.8.16.0169,0.5390213948387891,0.4780251459269546,14482.15
8730476-11.2025.8.27.9825,0.5386663198226493,0.4780251459269546,17386.55
3112828-57.2025.8.08.7570,0.7649401552376306,0.4780251459269546,16867.99
4184633-23.2025.8.07.0732,0.5386929516714015,0.4780251459269546,17168.71
4101776-23.2025.8.25.8954,0.5381515600751257,0.4780251459269546,21597.12
1263027-76.2025.8.05.2125,0.7649273405553583,0.4780251459269546,16972.81
3055085-83.2025.8.02.5517,0.5395262801168687,0.4780251459269546,10352.35
1574215-20.2025.8.18.2886,0.5398727068729059,0.4780251459269546,7518.69
5533904-97.2025.8.26.6276,0.539424697903103,0.4780251459269546,11183.26
1605740-84.2025.8.10.3868,0.5379795142244463,0.4780251459269546,23004.4
8875756-22.2025.8.19.6435,0.5392283821542677,0.4780251459269546,12789.06
2557073-95.2025.8.25.7254,0.539103160873872,0.4780251459269546,13813.33
5889580-60.2025.8.27.9310,0.5392125783574986,0.4780251459269546,12918.33
2607814-68.2025.8.19.5830,0.7658778508468934,0.4780251459269546,9197.94
9480781-84.2025.8.07.7471,0.7654928761279932,0.4780251459269546,12346.91
1969769-90.2025.8.24.3393,0.5380027963088952,0.4780251459269546,22813.96
8301360-05.2025.8.14.6759,0.540201341979343,0.4780251459269546,4830.56
4673449-40.2025.8.16.2816,0.7647987096061151,0.4780251459269546,18024.97
3961574-73.2025.8.12.5495,0.7652402867839475,0.4780251459269546,14413.01
1657096-25.2025.8.22.0866,0.7656061788491948,0.4780251459269546,11420.13
